taxon_concept_id,rank,ancestors_taxon_concepts_ids,preferred_scientific_names,preferred_common_names,hierarchy_entry_id,resource_name,content_provider_name,identifier
3536,species,"162,3534",Heteropogon melanocarpus (Elliott) Benth.,"",,,,
"","","","","",3540,NMNH Botany Elevation Data (Summarized),,Heteropogon_melanocarpus_(Elliott)_Benth.
3537,genus,162,"","",,,,
"","","","","",3541,,,""
3538,species,"162,3537",Heteropterys brachiata (L.) DC.,"",,,,
"","","","","",3542,NMNH Botany Elevation Data (Summarized),,Heteropterys_brachiata_(L.)_DC.
3539,species,"162,3537",Heteropterys laurifolia (L.) A. Juss.,"",,,,
"","","","","",3543,NMNH Botany Elevation Data (Summarized),,Heteropterys_laurifolia_(L.)_A._Juss.
3540,species,"162,3537",Heteropterys platyptera DC.,"",,,,
"","","","","",3544,NMNH Botany Elevation Data (Summarized),,Heteropterys_platyptera_DC.
3541,species,"162,3537",Heteropterys purpurea (L.) Kunth,"",,,,
"","","","","",3545,NMNH Botany Elevation Data (Summarized),,Heteropterys_purpurea_(L.)_Kunth
3542,genus,162,"","",,,,
"","","","","",3546,,,""
3543,species,"162,3542",Heterostemon conjugatus Spruce ex Benth.,"",,,,
"","","","","",3547,NMNH Botany Elevation Data (Summarized),,Heterostemon_conjugatus_Spruce_ex_Benth.
3544,variety,"162,3542",Heterostemon mimosoides var. mimosoides,"",,,,
"","","","","",3548,NMNH Botany Elevation Data (Summarized),,Heterostemon_mimosoides_var._mimosoides
3545,genus,162,"","",,,,
"","","","","",3549,,,""
3546,species,"162,3545",Hibiscus bifurcatus Cav.,"",,,,
"","","","","",3550,NMNH Botany Elevation Data (Summarized),,Hibiscus_bifurcatus_Cav.
3547,species,"162,3545",Hibiscus brasiliensis L.,"",,,,
"","","","","",3551,NMNH Botany Elevation Data (Summarized),,Hibiscus_brasiliensis_L.
3548,species,"162,3545",Hibiscus costatus A. Rich.,"",,,,
"","","","","",3552,NMNH Botany Elevation Data (Summarized),,Hibiscus_costatus_A._Rich.
3549,species,"162,3545",Hibiscus denudatus Benth.,"",,,,
"","","","","",3553,NMNH Botany Elevation Data (Summarized),,Hibiscus_denudatus_Benth.
3550,species,"162,3545",Hibiscus elatus Sw.,"",,,,
"","","","","",3554,NMNH Botany Elevation Data (Summarized),,Hibiscus_elatus_Sw.
3551,species,"162,3545",Hibiscus furcatus Roxb.,"",,,,
"","","","","",3555,NMNH Botany Elevation Data (Summarized),,Hibiscus_furcatus_Roxb.
3552,species,"162,3545",Hibiscus furcellatus Desr.,"",,,,
"","","","","",3556,NMNH Botany Elevation Data (Summarized),,Hibiscus_furcellatus_Desr.
3553,species,"162,3545",Hibiscus micranthus L. f.,"",,,,
"","","","","",3557,NMNH Botany Elevation Data (Summarized),,Hibiscus_micranthus_L._f.
3554,species,"162,3545",Hibiscus mutabilis L.,"",,,,
"","","","","",3558,NMNH Botany Elevation Data (Summarized),,Hibiscus_mutabilis_L.
3555,species,"162,3545",Hibiscus pernambucensis Arruda,"",,,,
"","","","","",3559,NMNH Botany Elevation Data (Summarized),,Hibiscus_pernambucensis_Arruda
3556,species,"162,3545",Hibiscus phoeniceus Jacq.,"",,,,
"","","","","",3560,NMNH Botany Elevation Data (Summarized),,Hibiscus_phoeniceus_Jacq.
3557,species,"162,3545",Hibiscus rosa-sinensis L.,"",,,,
"","","","","",3561,NMNH Botany Elevation Data (Summarized),,Hibiscus_rosa-sinensis_L.
3558,variety,"162,3545",Hibiscus rosa-sinensis var. rosa-sinensis L.,"",,,,
"","","","","",3562,NMNH Botany Elevation Data (Summarized),,Hibiscus_rosa-sinensis_var._rosa-sinensis_L.
3559,variety,"162,3545",Hibiscus rosa-sinensis var. schizopetalus Dyer,"",,,,
"","","","","",3563,NMNH Botany Elevation Data (Summarized),,Hibiscus_rosa-sinensis_var._schizopetalus_Dyer
3560,species,"162,3545",Hibiscus sabdariffa L.,"",,,,
"","","","","",3564,NMNH Botany Elevation Data (Summarized),,Hibiscus_sabdariffa_L.
3561,species,"162,3545",Hibiscus syriacus L.,"",,,,
"","","","","",3565,NMNH Botany Elevation Data (Summarized),,Hibiscus_syriacus_L.
3562,species,"162,3545",Hibiscus tiliaceus L.,"",,,,
"","","","","",3566,NMNH Botany Elevation Data (Summarized),,Hibiscus_tiliaceus_L.
3563,species,"162,3545",Hibiscus trionum L.,"",,,,
"","","","","",3567,NMNH Botany Elevation Data (Summarized),,Hibiscus_trionum_L.
3564,species,"162,3545",Hibiscus uncinellus DC.,"",,,,
"","","","","",3568,NMNH Botany Elevation Data (Summarized),,Hibiscus_uncinellus_DC.
3565,genus,162,"","",,,,
"","","","","",3569,,,""
3566,species,"162,3565",Hieracium gronovii L.,"",,,,
"","","","","",3570,NMNH Botany Elevation Data (Summarized),,Hieracium_gronovii_L.
3567,genus,162,"","",,,,
"","","","","",3571,,,""
3568,species,"162,3567",Hieronyma clusioides (Tul.) Griseb.,"",,,,
"","","","","",3572,NMNH Botany Elevation Data (Summarized),,Hieronyma_clusioides_(Tul.)_Griseb.
3569,genus,162,"","",,,,
"","","","","",3573,,,""
3570,species,"162,3569",Hilaria cenchroides Kunth,"",,,,
"","","","","",3574,NMNH Botany Elevation Data (Summarized),,Hilaria_cenchroides_Kunth
3571,species,"162,3569",Hilaria ciliata (Scribn.) Nash,"",,,,
"","","","","",3575,NMNH Botany Elevation Data (Summarized),,Hilaria_ciliata_(Scribn.)_Nash
3572,species,"162,3569",Hilaria mutica (Buckley) Benth.,"",,,,
"","","","","",3576,NMNH Botany Elevation Data (Summarized),,Hilaria_mutica_(Buckley)_Benth.
3573,genus,162,"","",,,,
"","","","","",3577,,,""
3574,species,"162,3573",Hillia parasitica Jacq.,"",,,,
"","","","","",3578,NMNH Botany Elevation Data (Summarized),,Hillia_parasitica_Jacq.
3575,species,"162,3573",Hillia tetrandra Sw.,"",,,,
"","","","","",3579,NMNH Botany Elevation Data (Summarized),,Hillia_tetrandra_Sw.
3576,genus,162,"","",,,,
"","","","","",3580,,,""
3577,species,"162,3576",Hippeastrum puniceum (Lam.) Voss,"",,,,
"","","","","",3581,NMNH Botany Elevation Data (Summarized),,Hippeastrum_puniceum_(Lam.)_Voss
3578,genus,162,"","",,,,
"","","","","",3582,,,""
3579,species,"162,3578",Hippobroma longiflora (L.) G. Don,"",,,,
"","","","","",3583,NMNH Botany Elevation Data (Summarized),,Hippobroma_longiflora_(L.)_G._Don
3580,genus,162,"","",,,,
"","","","","",3584,,,""
3581,species,"162,3580",Hippocratea volubilis L.,"",,,,
"","","","","",3585,NMNH Botany Elevation Data (Summarized),,Hippocratea_volubilis_L.
3582,genus,162,"","",,,,
"","","","","",3586,,,""
3583,species,"162,3582",Hippomane mancinella L.,"",,,,
"","","","","",3587,NMNH Botany Elevation Data (Summarized),,Hippomane_mancinella_L.
3584,genus,162,"","",,,,
"","","","","",3588,,,""
3585,species,"162,3584",Hippuris montana,"",,,,
"","","","","",3589,NMNH Botany Elevation Data (Summarized),,Hippuris_montana
3586,species,"162,3584",Hippuris tetraphylla,"",,,,
"","","","","",3590,NMNH Botany Elevation Data (Summarized),,Hippuris_tetraphylla
3587,species,"162,3584",Hippuris vulgaris L.,"",,,,
"","","","","",3591,NMNH Botany Elevation Data (Summarized),,Hippuris_vulgaris_L.
3588,genus,162,"","",,,,
"","","","","",3592,,,""
3589,species,"162,3588",Hirtella rugosa Thuill. ex Pers.,"",,,,
"","","","","",3593,NMNH Botany Elevation Data (Summarized),,Hirtella_rugosa_Thuill._ex_Pers.
3590,species,"162,3588",Hirtella triandra Sw.,"",,,,
"","","","","",3594,NMNH Botany Elevation Data (Summarized),,Hirtella_triandra_Sw.
3591,genus,162,"","",,,,
"","","","","",3595,,,""
3592,species,"162,3591",Histiopteris incisa (Thunb.) J. Sm.,"",,,,
"","","","","",3596,NMNH Botany Elevation Data (Summarized),,Histiopteris_incisa_(Thunb.)_J._Sm.
3593,genus,162,"","",,,,
"","","","","",3597,,,""
3594,subspecies,"162,3593",Hoffmannia pauciflora subsp. venezuelensis Standl.,"",,,,
"","","","","",3598,NMNH Botany Elevation Data (Summarized),,Hoffmannia_pauciflora_subsp._venezuelensis_Standl.
3595,genus,162,"","",,,,
"","","","","",3599,,,""
3596,species,"162,3595",Hoffmanseggia glauca (Ortega) Eifert,"",,,,
"","","","","",3600,NMNH Botany Elevation Data (Summarized),,Hoffmanseggia_glauca_(Ortega)_Eifert
3597,genus,162,"","",,,,
"","","","","",3601,,,""
3598,species,"162,3597",Holcus lanatus L.,"",,,,
"","","","","",3602,NMNH Botany Elevation Data (Summarized),,Holcus_lanatus_L.
3599,genus,162,"","",,,,
"","","","","",3603,,,""
3600,variety,"162,3599",Homalanthus nutans var. major Pax,"",,,,
"","","","","",3604,NMNH Botany Elevation Data (Summarized),,Homalanthus_nutans_var._major_Pax
3601,genus,162,"","",,,,
"","","","","",3605,,,""
3602,species,"162,3601",Homalium racemosum Jacq.,"",,,,
"","","","","",3606,NMNH Botany Elevation Data (Summarized),,Homalium_racemosum_Jacq.
3603,genus,162,"","",,,,
"","","","","",3607,,,""
3604,species,"162,3603",Homolepis glutinosa (Sw.) Zuloaga & Soderstr.,"",,,,
"","","","","",3608,NMNH Botany Elevation Data (Summarized),,Homolepis_glutinosa_(Sw.)_Zuloaga_&_Soderstr.
3605,genus,162,"","",,,,
"","","","","",3609,,,""
3606,species,"162,3605",Hordeum comosum J. Presl,"",,,,
"","","","","",3610,NMNH Botany Elevation Data (Summarized),,Hordeum_comosum_J._Presl
3607,species,"162,3605",Hordeum jubatum L.,"",,,,
"","","","","",3611,NMNH Botany Elevation Data (Summarized),,Hordeum_jubatum_L.
3608,species,"162,3605",Hordeum muticum J. Presl,"",,,,
"","","","","",3612,NMNH Botany Elevation Data (Summarized),,Hordeum_muticum_J._Presl
3609,genus,162,"","",,,,
"","","","","",3613,,,""
3610,species,"162,3609",Houttuynia cordata Thunb.,"",,,,
"","","","","",3614,NMNH Botany Elevation Data (Summarized),,Houttuynia_cordata_Thunb.
3611,genus,162,"","",,,,
"","","","","",3615,,,""
3612,species,"162,3611",Humboldtia laurifolia,"",,,,
"","","","","",3616,NMNH Botany Elevation Data (Summarized),,Humboldtia_laurifolia
3613,genus,162,"","",,,,
"","","","","",3617,,,""
3614,species,"162,3613",Huperzia linifolia (L.) Rothm.,"",,,,
"","","","","",3618,NMNH Botany Elevation Data (Summarized),,Huperzia_linifolia_(L.)_Rothm.
3615,species,"162,3613",Huperzia myrsinites (Lam.) Trevis.,"",,,,
"","","","","",3619,NMNH Botany Elevation Data (Summarized),,Huperzia_myrsinites_(Lam.)_Trevis.
3616,species,"162,3613",Huperzia phyllantha,"",,,,
"","","","","",3620,NMNH Botany Elevation Data (Summarized),,Huperzia_phyllantha
3617,variety,"162,3613",Huperzia reflexa var. reflexa (Lam.) Trevis.,"",,,,
"","","","","",3621,NMNH Botany Elevation Data (Summarized),,Huperzia_reflexa_var._reflexa_(Lam.)_Trevis.
3618,species,"162,3613",Huperzia taxifolia (Sw.) Trevis.,"",,,,
"","","","","",3622,NMNH Botany Elevation Data (Summarized),,Huperzia_taxifolia_(Sw.)_Trevis.
3619,genus,162,"","",,,,
"","","","","",3623,,,""
3620,species,"162,3619",Hura crepitans L.,"",,,,
"","","","","",3624,NMNH Botany Elevation Data (Summarized),,Hura_crepitans_L.
3621,genus,162,"","",,,,
"","","","","",3625,,,""
3622,species,"162,3621",Hybanthus linearifolius (Vahl) Urb.,"",,,,
"","","","","",3626,NMNH Botany Elevation Data (Summarized),,Hybanthus_linearifolius_(Vahl)_Urb.
3623,genus,162,"","",,,,
"","","","","",3627,,,""
3624,species,"162,3623",Hydrocotyle hirsuta Sw.,"",,,,
"","","","","",3628,NMNH Botany Elevation Data (Summarized),,Hydrocotyle_hirsuta_Sw.
3625,species,"162,3623",Hydrocotyle pusilla A. Rich.,"",,,,
"","","","","",3629,NMNH Botany Elevation Data (Summarized),,Hydrocotyle_pusilla_A._Rich.
3626,species,"162,3623",Hydrocotyle umbellata L.,"",,,,
"","","","","",3630,NMNH Botany Elevation Data (Summarized),,Hydrocotyle_umbellata_L.
3627,genus,162,"","",,,,
"","","","","",3631,,,""
3628,species,"162,3627",Hygrophila costata Nees & T. Nees,"",,,,
"","","","","",3632,NMNH Botany Elevation Data (Summarized),,Hygrophila_costata_Nees_&_T._Nees
3629,genus,162,"","",,,,
"","","","","",3633,,,""
3630,species,"162,3629",Hymenachne amplexicaulis (Rudge) Nees,"",,,,
"","","","","",3634,NMNH Botany Elevation Data (Summarized),,Hymenachne_amplexicaulis_(Rudge)_Nees
3631,genus,162,"","",,,,
"","","","","",3635,,,""
3632,species,"162,3631",Hymenaea courbaril L.,"",,,,
"","","","","",3636,NMNH Botany Elevation Data (Summarized),,Hymenaea_courbaril_L.
3633,species,"162,3631",Hymenaea oblongifolia Huber,"",,,,
"","","","","",3637,NMNH Botany Elevation Data (Summarized),,Hymenaea_oblongifolia_Huber
3634,genus,162,"","",,,,
"","","","","",3638,,,""
3635,species,"162,3634",Hymenasplenium unilaterale (Lam.) Hayata,"",,,,
"","","","","",3639,NMNH Botany Elevation Data (Summarized),,Hymenasplenium_unilaterale_(Lam.)_Hayata
3636,genus,162,"","",,,,
"","","","","",3640,,,""
3637,species,"162,3636",Hymenocallis littoralis (Jacq.) Salisb.,"",,,,
"","","","","",3641,NMNH Botany Elevation Data (Summarized),,Hymenocallis_littoralis_(Jacq.)_Salisb.
3638,species,"162,3636",Hymenocallis pedalis Herb.,"",,,,
"","","","","",3642,NMNH Botany Elevation Data (Summarized),,Hymenocallis_pedalis_Herb.
3639,genus,162,"","",,,,
"","","","","",3643,,,""
3640,species,"162,3639",Hymenophyllum fucoides (Sw.) Sw.,"",,,,
"","","","","",3644,NMNH Botany Elevation Data (Summarized),,Hymenophyllum_fucoides_(Sw.)_Sw.
3641,species,"162,3639",Hymenophyllum hirsutum (L.) Sw.,"",,,,
"","","","","",3645,NMNH Botany Elevation Data (Summarized),,Hymenophyllum_hirsutum_(L.)_Sw.
3642,species,"162,3639",Hymenophyllum lindenii Hook.,"",,,,
"","","","","",3646,NMNH Botany Elevation Data (Summarized),,Hymenophyllum_lindenii_Hook.
3643,species,"162,3639",Hymenophyllum microcarpum Desv.,"",,,,
"","","","","",3647,NMNH Botany Elevation Data (Summarized),,Hymenophyllum_microcarpum_Desv.
3644,species,"162,3639",Hymenophyllum polyanthos (Sw.) Sw.,"",,,,
"","","","","",3648,NMNH Botany Elevation Data (Summarized),,Hymenophyllum_polyanthos_(Sw.)_Sw.
3645,species,"162,3639",Hymenophyllum undulatum (Sw.) Sw.,"",,,,
"","","","","",3649,NMNH Botany Elevation Data (Summarized),,Hymenophyllum_undulatum_(Sw.)_Sw.
3646,genus,162,"","",,,,
"","","","","",3650,,,""
3647,species,"162,3646",Hyparrhenia rufa (Nees) Stapf,"",,,,
"","","","","",3651,NMNH Botany Elevation Data (Summarized),,Hyparrhenia_rufa_(Nees)_Stapf
3648,genus,162,"","",,,,
"","","","","",3652,,,""
3649,species,"162,3648",Hypelate trifoliata Sw.,"",,,,
"","","","","",3653,NMNH Botany Elevation Data (Summarized),,Hypelate_trifoliata_Sw.
3650,genus,162,"","",,,,
"","","","","",3654,,,""
3651,species,"162,3650",Hypericum diosmoides Griseb.,"",,,,
"","","","","",3655,NMNH Botany Elevation Data (Summarized),,Hypericum_diosmoides_Griseb.
3652,species,"162,3650",Hypericum fuertesii Urb.,"",,,,
"","","","","",3656,NMNH Botany Elevation Data (Summarized),,Hypericum_fuertesii_Urb.
3653,species,"162,3650",Hypericum hypericoides (L.) Crantz,"",,,,
"","","","","",3657,NMNH Botany Elevation Data (Summarized),,Hypericum_hypericoides_(L.)_Crantz
3654,species,"162,3650",Hypericum laricifolium Juss.,"",,,,
"","","","","",3658,NMNH Botany Elevation Data (Summarized),,Hypericum_laricifolium_Juss.
3655,species,"162,3650",Hypericum perforatum L.,"",,,,
"","","","","",3659,NMNH Botany Elevation Data (Summarized),,Hypericum_perforatum_L.
3656,species,"162,3650",Hypericum scouleri Hook.,"",,,,
"","","","","",3660,NMNH Botany Elevation Data (Summarized),,Hypericum_scouleri_Hook.
3657,genus,162,"","",,,,
"","","","","",3661,,,""
3658,species,"162,3657",Hyperthelia dissoluta (Nees ex Steud.) Clayton,"",,,,
"","","","","",3662,NMNH Botany Elevation Data (Summarized),,Hyperthelia_dissoluta_(Nees_ex_Steud.)_Clayton
3659,genus,162,"","",,,,
"","","","","",3663,,,""
3660,species,"162,3659",Hypolepis hispaniolica Maxon,"",,,,
"","","","","",3664,NMNH Botany Elevation Data (Summarized),,Hypolepis_hispaniolica_Maxon
3661,species,"162,3659",Hypolepis repens (L.) C. Presl,"",,,,
"","","","","",3665,NMNH Botany Elevation Data (Summarized),,Hypolepis_repens_(L.)_C._Presl
3662,species,"162,3659",Hypolepis tenerrima Maxon,"",,,,
"","","","","",3666,NMNH Botany Elevation Data (Summarized),,Hypolepis_tenerrima_Maxon
3663,genus,162,"","",,,,
"","","","","",3667,,,""
3664,species,"162,3663",Hypoxis decumbens L.,"",,,,
"","","","","",3668,NMNH Botany Elevation Data (Summarized),,Hypoxis_decumbens_L.
3665,species,"162,3663",Hypoxis humilis Tharp,"",,,,
"","","","","",3669,NMNH Botany Elevation Data (Summarized),,Hypoxis_humilis_Tharp
3666,genus,162,"","",,,,
"","","","","",3670,,,""
3667,variety,"162,3666",Hyptis atrorubens var. atrorubens Poit.,"",,,,
"","","","","",3671,NMNH Botany Elevation Data (Summarized),,Hyptis_atrorubens_var._atrorubens_Poit.
3668,species,"162,3666",Hyptis capitata Jacq.,"",,,,
"","","","","",3672,NMNH Botany Elevation Data (Summarized),,Hyptis_capitata_Jacq.
3669,species,"162,3666",Hyptis lantanifolia Poit.,"",,,,
"","","","","",3673,NMNH Botany Elevation Data (Summarized),,Hyptis_lantanifolia_Poit.
3670,genus,162,"","",,,,
"","","","","",3674,,,""
3671,species,"162,3670",Ichnanthus nemorosus (Sw.) Döll,"",,,,
"","","","","",3675,NMNH Botany Elevation Data (Summarized),,Ichnanthus_nemorosus_(Sw.)_Döll
3672,variety,"162,3670",Ichnanthus nemorosus var. nemorosus (Sw.) Döll,"",,,,
"","","","","",3676,NMNH Botany Elevation Data (Summarized),,Ichnanthus_nemorosus_var._nemorosus_(Sw.)_Döll
3673,variety,"162,3670",Ichnanthus nemorosus var. swartzii K.E. Rogers,"",,,,
"","","","","",3677,NMNH Botany Elevation Data (Summarized),,Ichnanthus_nemorosus_var._swartzii_K.E._Rogers
3674,species,"162,3670",Ichnanthus pallens (Sw.) Munro ex Benth.,"",,,,
"","","","","",3678,NMNH Botany Elevation Data (Summarized),,Ichnanthus_pallens_(Sw.)_Munro_ex_Benth.
3675,genus,162,"","",,,,
"","","","","",3679,,,""
3676,species,"162,3675",Ilex anomala Hook. & Arn.,"",,,,
"","","","","",3680,NMNH Botany Elevation Data (Summarized),,Ilex_anomala_Hook._&_Arn.
3677,species,"162,3675",Ilex dioica (Vahl) Griseb.,"",,,,
"","","","","",3681,NMNH Botany Elevation Data (Summarized),,Ilex_dioica_(Vahl)_Griseb.
3678,species,"162,3675",Ilex fuertesiana (Loes.) Loes.,"",,,,
"","","","","",3682,NMNH Botany Elevation Data (Summarized),,Ilex_fuertesiana_(Loes.)_Loes.
3679,species,"162,3675",Ilex krugiana Loes.,"",,,,
"","","","","",3683,NMNH Botany Elevation Data (Summarized),,Ilex_krugiana_Loes.
3680,species,"162,3675",Ilex macfadyenii Rehder,"",,,,
"","","","","",3684,NMNH Botany Elevation Data (Summarized),,Ilex_macfadyenii_Rehder
3681,subspecies,"162,3675",Ilex macfadyenii subsp. macfadyenii (Walp.) Rehder,"",,,,
"","","","","",3685,NMNH Botany Elevation Data (Summarized),,Ilex_macfadyenii_subsp._macfadyenii_(Walp.)_Rehder
3682,variety,"162,3675",Ilex macfadyenii var. macfadyenii (Walp.) Rehder,"",,,,
"","","","","",3686,NMNH Botany Elevation Data (Summarized),,Ilex_macfadyenii_var._macfadyenii_(Walp.)_Rehder
3683,subspecies,"162,3675",Ilex macfaydenii subsp. ovata (Griseb.) Nicolson,"",,,,
"","","","","",3687,NMNH Botany Elevation Data (Summarized),,Ilex_macfaydenii_subsp._ovata_(Griseb.)_Nicolson
3684,variety,"162,3675",Ilex nitida var. repanda (Griseb.) P. A. González,"",,,,
"","","","","",3688,NMNH Botany Elevation Data (Summarized),,Ilex_nitida_var._repanda_(Griseb.)_P._A._González
3685,variety,"162,3675",Ilex obcordata var. obcordata Sw.,"",,,,
"","","","","",3689,NMNH Botany Elevation Data (Summarized),,Ilex_obcordata_var._obcordata_Sw.
3686,species,"162,3675",Ilex sideroxyloides (Sw.) Griseb.,"",,,,
"","","","","",3690,NMNH Botany Elevation Data (Summarized),,Ilex_sideroxyloides_(Sw.)_Griseb.
3687,species,"162,3675",Ilex urbaniana Loes.,"",,,,
"","","","","",3691,NMNH Botany Elevation Data (Summarized),,Ilex_urbaniana_Loes.
3688,genus,162,"","",,,,
"","","","","",3692,,,""
3689,species,"162,3688",Iliamna rivularis (Douglas) Greene,"",,,,
"","","","","",3693,NMNH Botany Elevation Data (Summarized),,Iliamna_rivularis_(Douglas)_Greene
3690,genus,162,"","",,,,
"","","","","",3694,,,""
3691,species,"162,3690",Indigofera lespedezioides Kunth,"",,,,
"","","","","",3695,NMNH Botany Elevation Data (Summarized),,Indigofera_lespedezioides_Kunth
3692,species,"162,3690",Indigofera suffruticosa Mill.,"",,,,
"","","","","",3696,NMNH Botany Elevation Data (Summarized),,Indigofera_suffruticosa_Mill.
3693,species,"162,3690",Indigofera tinctoria L.,"",,,,
"","","","","",3697,NMNH Botany Elevation Data (Summarized),,Indigofera_tinctoria_L.
